1.400889960840783210e+00 4.295121821340698531e+00
8.004162721733281138e-01 3.738061776137241221e+00
4.668508595592009591e+00 2.236929454776130033e+00
4.222477353292679592e-01 1.298113855394312566e+00
3.822408789732602230e+00 2.460164770628963993e+00
3.996694246918146121e+00 2.193885515504203187e+00
2.288911413792439564e+00 6.074069986187806691e+00
2.000654620047194854e+00 2.532507707075129844e+00
2.374898103693349860e+00 7.377272800090532101e+00
4.393168598686774118e-01 3.246568314143403633e+00
1.571700032086205567e+00 6.599268054965291341e+00
4.256083156985197569e+00 4.978078694284194583e+00
1.193196842926997236e+00 4.119606895519780210e+00
1.844863514843226415e+00 4.152626601439033394e+00
6.057640656116658473e-01 4.170786851947493545e+00
4.382476565793300693e+00 2.371481741296769474e+00
5.379476758886891918e-01 4.569628641544176695e+00
9.980667553069754172e-01 6.098084467542985720e+00
2.066068583655964908e+00 5.269032009584505793e+00
3.263091530956784947e+00 5.578554109328679012e+00
7.859732690112020137e-01 3.060065877116783462e+00
1.562430152426891539e+00 4.393082673794515003e-01
4.599897658927617705e+00 2.518800159620099510e+00
3.031566293807117507e+00 3.223060673234860118e+00
2.617918432048310429e+00 4.686653847470951817e+00
3.802167800540851683e+00 4.431156383616672301e+00
2.525058133044431496e+00 3.056709137161478296e+00
4.417885083267375279e+00 4.185059613756467733e+00
3.662677949910198905e+00 1.873592622550511955e+00
3.321812499643175709e+00 3.084160260949361021e+00
9.696362620304943558e-02 4.602916856885550523e+00
2.786126282269125287e+00 3.745701134987826197e+00
-2.767857730511456005e-01 3.053692081724885377e+00
4.689711287090297942e-01 4.403021808241370572e+00
5.852125509803341785e+00 5.427492662825010861e+00
2.042881274699330341e+00 3.885286536999759566e+00
1.484060651182797397e+00 5.290438588736117609e+00
2.349127170369623929e+00 2.363257562611458251e+00
2.800912216724658954e+00 4.975023135403183971e+00
3.623210363568981851e+00 2.025945616500539614e+00
1.936207275408591943e+00 3.844615621303061559e+00
2.014055507034036019e-01 1.712354743042507454e+00
3.763939785974814267e+00 2.599841187538345366e+00
2.934345521514039046e+00 3.982746586821417356e+00
-4.041576400900588339e-01 2.607565377769279991e+00
3.509482699598049926e+00 5.764745919866397728e+00
9.704759903133864940e-01 3.627983938129557107e+00
2.353024338977009577e+00 2.254495809566638531e+00
-9.267435141574464907e-03 4.729748927728020469e+00
4.416647414059555743e-01 4.196511254145934622e+00
1.863027351559354283e-01 1.479764160444623666e+00
9.662504178343604977e-01 4.051477983810736205e+00
3.669914695117386660e+00 4.259755744460401061e+00
5.626743180062672600e+00 4.014534914387358988e+00
3.269789624665888184e+00 2.661186885250512280e+00
-1.323778036295165883e+00 1.604421612275352071e+00
3.244427884097090153e+00 7.226843802884315160e+00
4.460510318947290109e+00 5.169236961452245538e+00
4.497645896887766170e+00 5.905742363125033201e+00
3.090877198820775273e+00 3.007259400096315982e+00
3.666752401250314541e+00 4.182320444180599672e+00
9.237392567832457546e-01 3.319136949506821921e+00
6.685421911766296077e-01 4.414539842524260571e+00
5.072441556529412310e+00 5.180137608624585610e+00
1.287210513626097619e+00 5.265670578140618119e+00
4.977925239669654722e+00 4.807447361282454423e+00
1.395197860414767010e+00 4.280526185757518753e+00
4.311662600366360287e+00 3.040208700182876367e+00
3.434793683641134798e+00 4.528470558191496131e+00
2.718425857329667128e-01 2.043974615885264079e+00
9.259562966244095916e-01 4.016658459379002011e+00
-1.822378231734556042e-01 4.365190615765708770e+00
5.052221805273802602e+00 4.243653963986620425e+00
-7.529254613017126729e-01 4.495303940040355606e+00
2.192076548499182209e+00 4.922793606710362369e+00
4.868809876083986410e+00 5.399165948909145030e+00
4.802673314675442562e+00 1.496319880103527122e+00
6.018987984292840654e-01 4.131527051253463867e+00
4.057508770479801186e+00 3.858024955973647252e+00
2.874410279604511675e+00 5.482288826795417513e+00
5.675397474786085361e+00 3.881362586340213916e+00
3.791603196439796264e+00 2.419951754468484317e+00
5.253608903696234123e+00 4.601624257143084762e+00
3.289165930761203116e-01 3.085156577875781903e+00
1.683323593918517602e+00 4.206789757044180789e+00
1.021541681169568339e+00 3.132015540910409790e+00
3.380743834200560904e+00 3.235209413768924680e+00
4.379326887953751246e+00 2.099756348032798314e+00
2.114751650007485217e+00 5.883347766917768951e+00
2.949045213883965566e+00 6.239305973963205076e+00
4.235874185763626620e+00 5.251550263178790701e+00
1.722564007348143189e+00 5.238042804345472980e+00
2.803787644453966443e+00 6.561135060698582322e+00
4.161963141743856731e+00 3.766309949806439850e+00
4.441983759060246229e+00 3.943775919982692280e+00
2.491141967280804614e+00 3.794306347050965478e+00
3.890555314839321710e+00 4.079980228029005396e+00
1.048255450032223646e+00 3.487162417307183127e+00
6.480088750603043568e-01 4.801520319281181060e+00
1.560765201843601346e+00 5.177201507339702857e+00
3.117664934270610200e+00 2.750835467752549501e+00
7.189526459613457821e-01 2.473392738842652427e+00
1.634433497405199498e+00 4.644729284475337394e+00
-6.385557480788439655e-02 5.328291035277078258e+00
3.707712239322142445e+00 4.109310714535093112e+00
4.716681334035872641e-01 5.043544542851014612e+00
1.342901257053459751e+00 3.837425477986506461e+00
5.643094850980452382e-01 4.723673835101549479e+00
4.808347679746037606e+00 2.039845689908327486e+00
1.842780978348245391e+00 4.196273464251324192e+00
3.383337187553889791e+00 4.203795526212359412e+00
4.265641713123171641e+00 6.684798307176150090e+00
2.711384289753435706e-01 3.539916874459893670e+00
7.441819818046264690e-01 4.751479469145077239e+00
1.437095896057761557e+00 2.959854924985494851e+00
1.574569454314271200e+00 3.810123047927648443e+00
4.250579244739932427e+00 2.402595899303892502e+00
1.142045286766503187e+00 4.467835735782600182e+00
2.249819418208296895e+00 2.982997780529214715e+00
3.814540754774786269e+00 6.114407778958392825e+00
2.960329431402500155e+00 3.713757810334762155e+00
2.670821346593782231e+00 1.953036174115685419e+00
1.632691407338974221e+00 4.859295347607926807e+00
4.992573226872341507e+00 5.458348666713840558e+00
1.730530838155954765e-01 4.196294634249092326e+00
1.354842957249531299e+00 3.416585449544390585e+00
9.973270950442278959e-01 6.160930739901962383e+00
8.095978911452221816e-01 3.514198814872341092e+00
4.595869875909957436e+00 1.949381331805084105e+00
3.282116917801791711e-01 2.193721021946732463e+00
1.825167769234268267e+00 3.381800078992975411e+00
2.796408879217015642e+00 3.155272075956327527e+00
4.874039630680302437e+00 3.898179008786557098e+00
4.232993270526483442e+00 3.362583701641360001e+00
3.153487754033427404e+00 3.922658363631335465e+00
4.763220119645103168e+00 6.054343207822419970e+00
5.382555929092859515e+00 3.991781082658953039e+00
-2.368896414346997048e-01 1.248968480641968970e+00
1.377327454433837861e+00 3.777280194028244775e+00
1.740458718797205151e+00 4.362324371952148283e+00
1.372394433608797870e+00 3.899613650167932821e+00
5.603676562006123518e-01 2.320312937751296101e+00
5.041675336883768566e+00 3.550288845252329573e+00
5.576047966581562321e+00 8.377794419780123292e+00
2.102631958128531320e-02 3.518424177430671040e+00
1.037996953312441795e+00 5.094004080462855022e+00
-2.416901156460879996e-01 2.424238724428499303e+00
3.610666604132533930e+00 3.051811492063626119e+00
5.486504303156275242e+00 4.449764477847931055e+00
9.267812743218982741e-01 3.979748741167959736e+00
1.208083332618971717e+00 5.963223757162426253e+00
5.899747303879925298e-01 6.848444861089500790e+00
1.536528458479134773e+00 4.164171785356948874e+00
1.311956834845906528e+00 4.353390120935643814e+00
3.779326989181549301e+00 3.335691589359500941e+00
3.539597429713784660e+00 3.293043856474338504e+00
-3.829819553497846307e-01 4.915751794370204486e+00
