4.277731337358623431e-01,1.593464695947211140e+01
3.843266471596816780e-01,8.392261441466889238e+00
6.796472826930698430e-01,1.194565008727563438e+01
2.182538878650641667e-01,6.704858732756433959e+00
9.499611839502253297e-01,1.262000636392749175e+00
7.863450144155520460e-01,1.232671160391401166e+01
8.941100231225951323e-02,7.609866031128840191e+00
4.175807757849283597e-01,9.947689752884716796e+00
8.791183075621646914e-01,1.331023694836355453e+01
9.447320222914102894e-01,1.194120856159478272e+01
4.674015112498697277e-01,2.839409481638281463e+01
6.134113892107077026e-01,1.163754297470895516e+01
1.670339460920752250e-01,1.304546340634011514e+01
9.911686261369765383e-01,1.520467978882172133e+01
2.316717013834433958e-01,9.903964262022160625e+00
9.427317741351256553e-01,1.095605105404451507e+01
6.496466489923684584e-01,1.412978191521141014e+01
6.077367948788591212e-01,1.119795788267930270e+01
5.126885110165085857e-01,2.524416700400106350e+00
2.306698117177586882e-01,6.879412491569854460e+00
1.765280320055082619e-01,2.559318549951853328e+01
2.204862090701753541e-01,7.688754407943643621e+00
1.864382621442545185e-01,1.110867459774364008e+01
7.795844735667533110e-01,1.157687221313140569e+01
3.501252591667300962e-01,8.449624119375030773e+00
5.784267656339636687e-02,2.235862605699096051e+01
9.691026301408113275e-01,1.012591040054525315e+01
8.837858849634256941e-01,1.400462846923077542e+01
9.277522831952129678e-01,3.645773382032369003e-01
9.949078226464352914e-01,-5.860649172774878846e-01
1.738952492194872912e-01,7.356981203178492912e+00
3.962420189026587547e-01,9.103456844849151963e+00
7.582384757040913081e-01,1.308832459357463662e+01
6.960206180537922283e-01,1.295055959157542880e+01
1.538959063398550597e-01,4.688018705503282924e+00
8.158331249906177751e-01,1.410179509177154600e+01
2.244405718366606628e-01,7.586833483587881233e+00
2.238176148226230788e-01,1.321664357159275660e+01
5.369744228934135721e-01,-3.862282311257462908e+00
5.929399348417031534e-01,-7.485346549494845902e+00
5.800862078378111741e-01,1.053889564205955942e+01
9.148683739775487211e-02,2.095355386424705202e+01
8.774608626303803671e-01,1.659995271328875033e+00
2.656000425887060645e-01,6.870647283375006964e+00
1.295149212828041740e-01,7.196623842775827562e+00
8.887480798689771921e-01,1.374861821149510099e+01
9.556514982297533711e-01,-5.097966131758425945e+00
8.621276172654506187e-01,-1.465237091899275157e+01
8.095160747248780764e-01,1.277560398492969895e+01
6.552419806390217261e-01,1.250059663175251856e+01
5.508573706091393074e-01,1.148816665693225936e+01
8.698675991141013863e-02,9.035937941657007144e+00
