2.800000000000000000e+01 2.000000000000000111e-01 2.144702842377260998e-01 2.391304347826087029e-01 3.019563368301672601e-01 5.059523809523809312e-01 8.333333333333333703e-01 0.000000000000000000e+00
1.650000000000000000e+01 1.000000000000000000e+00 7.312661498708010743e-01 5.000000000000000000e-01 6.640204139495321511e-01 3.095238095238094789e-01 7.500000000000000000e-01 0.000000000000000000e+00
1.400000000000000000e+01 1.000000000000000000e+00 1.000000000000000000e+00 9.728260869565217295e-01 4.176353841791891064e-01 1.190476190476190410e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.729999999999999716e+01 2.000000000000000111e-01 5.943152454780361443e-02 1.250000000000000000e-01 1.465834987241281528e-01 3.988095238095237249e-01 7.500000000000000000e-01 5.000000000000000000e-01
1.300000000000000000e+01 1.000000000000000000e+00 7.286821705426356210e-01 5.923913043478260532e-01 8.191097249787354651e-01 3.273809523809523836e-01 1.666666666666666574e-01 0.000000000000000000e+00
3.200000000000000000e+01 2.000000000000000111e-01 1.731266149870800963e-01 2.065217391304347838e-01 1.933654664020413860e-01 2.142857142857142461e-01 1.000000000000000000e+00 0.000000000000000000e+00
2.800000000000000000e+01 2.000000000000000111e-01 1.136950904392764888e-01 2.282608695652173780e-01 2.812588602211510969e-01 6.904761904761905766e-01 1.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+01 1.000000000000000000e+00 6.046511627906976383e-01 5.108695652173913526e-01 8.576694074284093583e-01 4.761904761904761640e-01 3.333333333333333148e-01 0.000000000000000000e+00
1.500000000000000000e+01 5.999999999999999778e-01 4.909560723514211911e-01 3.478260869565217295e-01 6.002268216614686791e-01 6.547619047619047672e-01 4.166666666666666852e-01 0.000000000000000000e+00
2.200000000000000000e+01 5.999999999999999778e-01 2.015503875968992220e-01 2.771739130434782705e-01 3.407995463566770855e-01 3.869047619047618625e-01 5.833333333333333703e-01 1.000000000000000000e+00
3.000000000000000000e+01 2.000000000000000111e-01 2.842377260981912221e-02 1.304347826086956486e-01 1.307059824213212262e-01 6.845238095238095344e-01 8.333333333333332871e-02 5.000000000000000000e-01
1.800000000000000000e+01 0.000000000000000000e+00 5.167958656330749571e-03 2.391304347826087029e-01 1.448823362631131151e-01 3.273809523809523836e-01 2.500000000000000000e-01 1.000000000000000000e+00
3.400000000000000000e+01 2.000000000000000111e-01 1.136950904392764888e-01 2.282608695652173780e-01 2.217181740856251637e-01 5.952380952380952328e-01 1.000000000000000000e+00 0.000000000000000000e+00
2.400000000000000000e+01 2.000000000000000111e-01 1.007751937984496110e-01 2.391304347826087029e-01 2.316416217748795137e-01 3.869047619047618625e-01 0.000000000000000000e+00 5.000000000000000000e-01
1.300000000000000000e+01 1.000000000000000000e+00 7.286821705426356210e-01 5.652173913043477826e-01 8.749645591153955015e-01 3.869047619047618625e-01 3.333333333333333148e-01 0.000000000000000000e+00
2.600000000000000000e+01 2.000000000000000111e-01 7.493540051679586922e-02 1.739130434782608647e-01 1.947831017862205749e-01 3.869047619047618625e-01 3.333333333333333148e-01 5.000000000000000000e-01
3.180000000000000071e+01 2.000000000000000111e-01 4.392764857881136659e-02 1.032608695652173919e-01 1.153955202721859974e-01 6.666666666666666297e-01 7.500000000000000000e-01 1.000000000000000000e+00
1.939999999999999858e+01 5.999999999999999778e-01 4.237726098191214597e-01 2.391304347826087029e-01 4.527927417068329796e-01 5.476190476190475609e-01 6.666666666666666297e-01 0.000000000000000000e+00
1.500000000000000000e+01 5.999999999999999778e-01 4.702842377260981754e-01 2.934782608695652439e-01 4.885171533881485506e-01 5.357142857142856984e-01 3.333333333333333148e-01 0.000000000000000000e+00
3.200000000000000000e+01 2.000000000000000111e-01 4.392764857881136659e-02 1.304347826086956486e-01 1.068897079671108641e-01 5.357142857142856984e-01 5.000000000000000000e-01 1.000000000000000000e+00
2.100000000000000000e+01 5.999999999999999778e-01 4.211886304909560619e-01 3.478260869565217295e-01 4.043096115679047364e-01 4.166666666666666297e-01 4.166666666666666852e-01 0.000000000000000000e+00
2.719999999999999929e+01 2.000000000000000111e-01 1.886304909560723442e-01 1.358695652173912971e-01 4.471222001701162241e-01 1.000000000000000000e+00 7.500000000000000000e-01 5.000000000000000000e-01
1.200000000000000000e+01 1.000000000000000000e+00 1.000000000000000000e+00 9.728260869565217295e-01 9.464133824780266435e-01 1.785714285714285754e-01 2.500000000000000000e-01 0.000000000000000000e+00
